District,Region,Elevator,Floor,Id,Layout,Price,Renovation,Size,Year
彭州,南,有,低楼层 (共24层),106104587465,2室2厅,320,精装,85㎡,未知年建
彭州,南,暂无数据,中楼层 (共6层),106105264882,4室1厅,125,其他,150㎡,未知年建
彭州,南,无,高楼层 (共6层),106104373766,3室2厅,79,其他,115㎡,2009年建
彭州,南,暂无数据,低楼层 (共11层),106104389374,3室2厅,160,精装,101㎡,未知年建
彭州,东南,暂无数据,高楼层 (共6层),106105096520,4室2厅,130,其他,170.5㎡,2016年建
彭州,东南,暂无数据,低楼层 (共3层),106104409525,2室2厅,88,其他,180㎡,未知年建
彭州,南,暂无数据,高楼层 (共6层),106104478718,3室2厅,60,其他,116.67㎡,未知年建
彭州,东南,无,低楼层 (共6层),106103584333,2室2厅,62,其他,97㎡,2005年建
彭州,南 北,无,高楼层 (共6层),106105110300,2室1厅,43,其他,79㎡,未知年建
彭州,北 南,有,高楼层 (共32层),106105234181,3室2厅,110,毛坯,116㎡,未知年建
彭州,北,有,高楼层 (共18层),106104773417,4室2厅,64,毛坯,97.71㎡,2017年建
彭州,东南,有,低楼层 (共11层),106103869820,2室2厅,40,其他,72.27㎡,2017年建
彭州,南,有,低楼层 (共26层),106104587397,2室2厅,320,精装,85㎡,未知年建
彭州,东南,无,高楼层 (共6层),106104181905,3室2厅,79.4,简装,140㎡,2010年建
彭州,西南,有,低楼层 (共31层),106105062185,3室2厅,78.8,其他,115㎡,2018年建
彭州,南 北,暂无数据,高楼层 (共4层),106104333989,4室2厅,88,其他,146.6㎡,未知年建
彭州,南,有,高楼层 (共10层),106104403642,2室1厅,86,其他,72㎡,未知年建
彭州,东南,暂无数据,高楼层 (共6层),106104470920,2室2厅,43.8,其他,88.39㎡,未知年建
彭州,东南,有,中楼层 (共26层),106104873417,3室2厅,110,精装,116.02㎡,未知年建
彭州,南 北,无,高楼层 (共6层),106102396670,2室2厅,85,简装,98㎡,2000年建
彭州,东南,有,中楼层 (共13层),106105074225,2室1厅,56.3,其他,86.64㎡,未知年建
彭州,南,有,中楼层 (共18层),106105225494,2室2厅,65,精装,71㎡,未知年建
彭州,北 东,有,低楼层 (共33层),106104770252,2室2厅,70,其他,70.54㎡,未知年建
彭州,东南,有,中楼层 (共18层),106103846306,4室1厅,60,其他,97.31㎡,2017年建
彭州,东南,暂无数据,高楼层 (共6层),106105263083,4室2厅,105,其他,133㎡,未知年建
彭州,南,无,中楼层 (共5层),106104131449,4室3厅,112,精装,167㎡,2003年建
彭州,南,暂无数据,高楼层 (共6层),106104315894,4室2厅,75,其他,175㎡,未知年建
彭州,东 南,有,低楼层 (共26层),106105042160,2室2厅,108,其他,84㎡,未知年建
彭州,南,有,高楼层 (共6层),106104394426,3室2厅,160,其他,115㎡,未知年建
彭州,南,暂无数据,高楼层 (共17层),106105040742,2室2厅,43.8,毛坯,72.4㎡,2017年建
彭州,东,有,低楼层 (共16层),106104425357,3室2厅,46,其他,81.5㎡,未知年建
彭州,东,有,低楼层 (共18层),106104867207,2室2厅,56,简装,79.91㎡,未知年建
彭州,南,暂无数据,低楼层 (共6层),106105231809,2室2厅,44.8,简装,89㎡,未知年建
彭州,东南,有,中楼层 (共13层),106104767449,1室1厅,31.5,其他,41.9㎡,2013年建
彭州,南 东南,有,中楼层 (共11层),106105105102,3室2厅,70,其他,93㎡,2010年建
彭州,南,有,低楼层 (共13层),106105074206,2室2厅,59.8,其他,91.38㎡,未知年建
彭州,南,暂无数据,高楼层 (共6层),106103821593,2室2厅,76,精装,90㎡,未知年建
彭州,南,暂无数据,低楼层 (共2层),106104565952,4室2厅,85,其他,91.4㎡,未知年建
彭州,南,暂无数据,高楼层 (共6层),106104076103,4室2厅,125,其他,164㎡,未知年建
彭州,西,有,低楼层 (共18层),106105040028,3室2厅,95,精装,96㎡,未知年建
彭州,东 西,有,中楼层 (共30层),106104922286,4室2厅,95,其他,137㎡,2018年建
彭州,南,有,高楼层 (共30层),106104269395,3室2厅,88,其他,129.84㎡,2018年建
彭州,南,有,低楼层 (共18层),106104369187,3室2厅,100,精装,115㎡,未知年建
彭州,东南,有,中楼层 (共33层),106104386878,2室2厅,65,其他,71㎡,未知年建
彭州,南,暂无数据,高楼层 (共4层),106104863062,3室1厅,65,其他,89.92㎡,未知年建
彭州,东北,暂无数据,高楼层 (共6层),106105209712,4室2厅,69.6,其他,155.6㎡,未知年建
彭州,南,有,高楼层 (共18层),106105102754,3室2厅,98,其他,115㎡,未知年建
彭州,南,有,低楼层 (共18层),106104764989,3室2厅,65,精装,88.7㎡,2017年建
彭州,南,有,中楼层 (共13层),106105074194,2室1厅,59.2,其他,91.08㎡,未知年建
彭州,西北,无,高楼层 (共4层),106103819544,3室2厅,88,其他,146㎡,2005年建
彭州,东 东南 南,暂无数据,低楼层 (共3层),106104564884,9室2厅,130,其他,295㎡,未知年建
彭州,西南,有,中楼层 (共7层),106104005218,3室2厅,69.8,其他,127.95㎡,未知年建
彭州,南,有,高楼层 (共27层),106105039463,3室2厅,113,其他,107㎡,未知年建
彭州,南,有,低楼层 (共26层),106104228360,3室2厅,79,其他,102㎡,未知年建
彭州,北,有,低楼层 (共27层),106105203068,2室1厅,46,简装,58㎡,2012年建
彭州,东南,有,低楼层 (共26层),106104344002,2室2厅,120,其他,74㎡,未知年建
彭州,东 南,有,中楼层 (共27层),106104333155,3室2厅,80,其他,107.9㎡,2017年建
彭州,南 北,暂无数据,高楼层 (共6层),106104861703,3室2厅,76,简装,124㎡,未知年建
彭州,东,有,中楼层 (共26层),106104995942,3室2厅,75.6,其他,102㎡,未知年建
彭州,南,有,低楼层 (共18层),106105216426,2室2厅,78,其他,85㎡,未知年建
彭州,南,无,高楼层 (共6层),106104759141,2室2厅,35.8,其他,70.54㎡,1998年建
彭州,南,有,高楼层 (共13层),106105074179,2室1厅,56.3,其他,86.64㎡,未知年建
彭州,东,无,高楼层 (共6层),106103735959,2室2厅,38,其他,78㎡,2006年建
彭州,南,有,高楼层 (共18层),106104562615,3室2厅,120,其他,129㎡,未知年建
彭州,南,暂无数据,高楼层 (共6层),106105260389,4室1厅,46,其他,95.58㎡,未知年建
彭州,东南,有,高楼层 (共11层),106103943443,4室2厅,115.8,精装,112㎡,未知年建
彭州,南,有,中楼层 (共23层),106104985971,2室1厅,70,其他,87㎡,未知年建
彭州,东,有,低楼层 (共26层),106104196646,3室2厅,72,毛坯,102㎡,2015年建
彭州,南,有,中楼层 (共32层),106105202137,2室1厅,62,其他,78㎡,未知年建
彭州,东,,低楼层 (共3层),106104325754,5室4厅,480,,480㎡,未知年建
彭州,东南,无,高楼层 (共5层),106102542364,3室2厅,30,简装,90.09㎡,1998年建
彭州,东,有,高楼层 (共18层),106104860958,2室1厅,58,简装,101㎡,未知年建
彭州,南,有,高楼层 (共11层),106102754016,3室2厅,85,简装,138㎡,2010年建
彭州,东南,暂无数据,高楼层 (共6层),106104734637,3室2厅,58,其他,139㎡,未知年建
彭州,南,有,中楼层 (共12层),106105088113,2室2厅,94,简装,131㎡,2012年建
彭州,东南,有,低楼层 (共26层),106103735530,3室2厅,120,其他,109㎡,未知年建
彭州,南,有,中楼层 (共13层),106105074177,2室1厅,59.8,其他,91.08㎡,未知年建
彭州,东,有,中楼层 (共26层),106104558470,3室1厅,75,其他,73.35㎡,2012年建
彭州,南,无,中楼层 (共6层),106105258600,2室2厅,59.8,其他,74.8㎡,未知年建
彭州,东 西,有,高楼层 (共11层),106104981238,3室2厅,98,简装,116㎡,未知年建
彭州,北,有,高楼层 (共18层),106105030510,3室2厅,92,精装,87㎡,未知年建
彭州,南 北,暂无数据,高楼层 (共6层),106104899440,4室2厅,145,其他,385.14㎡,未知年建
彭州,东南,有,中楼层 (共18层),106105170948,3室2厅,80,毛坯,113.45㎡,2017年建
彭州,西,有,中楼层 (共18层),106104313107,2室2厅,72.5,精装,85㎡,2000年建
彭州,南,有,高楼层 (共30层),106104860232,3室2厅,97,其他,129.64㎡,2018年建
彭州,南,有,高楼层 (共32层),106105312622,3室2厅,120,精装,96.01㎡,未知年建
彭州,南,暂无数据,高楼层 (共6层),106104733584,4室2厅,95,其他,142㎡,未知年建
彭州,东,有,中楼层 (共18层),106105087722,2室2厅,56.8,精装,70㎡,未知年建
彭州,东南,有,低楼层 (共26层),106103704218,3室2厅,110,精装,97㎡,未知年建
彭州,北,无,中楼层 (共6层),106104557478,3室2厅,99,其他,117㎡,未知年建
彭州,东南,有,中楼层 (共13层),106105074161,2室1厅,59.3,其他,91.38㎡,未知年建
彭州,南,有,中楼层 (共18层),106105252543,3室2厅,72,精装,81㎡,未知年建
彭州,南,无,高楼层 (共5层),106103900588,3室3厅,100,精装,178㎡,未知年建
彭州,北,有,中楼层 (共18层),106105018573,3室1厅,109.8,其他,112.23㎡,未知年建
彭州,东南,有,高楼层 (共18层),106104950221,3室2厅,112,精装,111.88㎡,未知年建
彭州,西南,无,高楼层 (共6层),106104566388,5室2厅,75.8,其他,217㎡,未知年建
彭州,东南,有,高楼层 (共18层),106105169007,2室2厅,60.5,简装,82㎡,未知年建
彭州,东南,有,低楼层 (共24层),106104852101,3室2厅,82,其他,91㎡,未知年建
彭州,南,有,低楼层 (共18层),106105296436,2室2厅,73,其他,89㎡,未知年建
彭州,东南,暂无数据,高楼层 (共6层),106104733352,2室2厅,67.8,其他,86㎡,未知年建
彭州,南,有,低楼层 (共18层),106105082327,2室2厅,80,精装,79㎡,未知年建
彭州,南 北,有,高楼层 (共32层),106103659294,2室2厅,96,精装,84㎡,未知年建
彭州,东南,暂无数据,高楼层 (共6层),106104556151,3室2厅,60,简装,142㎡,未知年建
彭州,东南,有,中楼层 (共11层),106105251645,3室1厅,85.8,精装,113.67㎡,未知年建
彭州,南,有,中楼层 (共13层),106105074119,2室1厅,59.8,其他,91.38㎡,未知年建
彭州,南,无,高楼层 (共6层),106104534860,3室2厅,62.8,其他,105㎡,2008年建
彭州,北,无,高楼层 (共6层),106104081806,6室2厅,116,其他,210.7㎡,未知年建
彭州,东南,有,高楼层 (共18层),106105011245,3室2厅,48,其他,82㎡,2017年建
彭州,南,有,低楼层 (共18层),106104265770,2室1厅,48,其他,87.79㎡,2017年建
彭州,南,暂无数据,高楼层 (共5层),106105166157,3室2厅,56,其他,138.8㎡,未知年建
彭州,东南,有,中楼层 (共18层),106104845352,3室1厅,108,其他,111.77㎡,未知年建
彭州,东南,有,低楼层 (共6层),106105253794,2室2厅,47,毛坯,85.67㎡,未知年建
彭州,南,有,高楼层 (共13层),106104727781,1室1厅,28,其他,39㎡,未知年建
彭州,东南,有,低楼层 (共6层),106103602695,4室2厅,110,精装,140㎡,2008年建
彭州,南,有,中楼层 (共32层),106105078690,2室2厅,83,精装,75㎡,未知年建
彭州,西北,暂无数据,中楼层 (共6层),106104555406,2室1厅,46.79,其他,78㎡,未知年建
彭州,南,有,中楼层 (共11层),106105187109,3室2厅,79.8,其他,123.56㎡,未知年建
彭州,南,有,中楼层 (共13层),106105074117,2室2厅,44.8,其他,68.98㎡,未知年建
彭州,西北,暂无数据,高楼层 (共6层),106103715077,4室2厅,121,简装,174.02㎡,未知年建
彭州,南,有,低楼层 (共18层),106105010224,3室2厅,60.2,精装,87.09㎡,未知年建
彭州,东,有,低楼层 (共18层),106104942255,2室2厅,75.2,其他,85㎡,未知年建
彭州,东,无,高楼层 (共6层),106104136227,1室1厅,39.8,其他,53.26㎡,2014年建
彭州,东南,有,高楼层 (共27层),106105165915,3室1厅,81.9,简装,102.96㎡,未知年建
彭州,北,无,中楼层 (共6层),106104868770,2室1厅,28.9,其他,67.9㎡,未知年建
彭州,西,有,中楼层 (共26层),106104844862,2室1厅,70,其他,75.5㎡,未知年建
彭州,东南,有,高楼层 (共16层),106104721265,3室1厅,55,其他,89.14㎡,未知年建
彭州,南,有,高楼层 (共18层),106105205431,2室2厅,80,精装,90㎡,未知年建
彭州,西南,暂无数据,高楼层 (共6层),106105075313,3室2厅,42.8,其他,71㎡,未知年建
彭州,东南,无,高楼层 (共7层),106104555390,4室2厅,98,简装,173㎡,未知年建
彭州,东北,暂无数据,高楼层 (共15层),106105179068,3室2厅,82,其他,91.36㎡,未知年建
彭州,东南,有,中楼层 (共7层),106103390210,3室2厅,78,精装,128㎡,2005年建
彭州,南,有,高楼层 (共13层),106105074104,2室1厅,59.2,其他,91.08㎡,未知年建
彭州,南,有,高楼层 (共29层),106103903844,5室2厅,135,毛坯,200㎡,2018年建
彭州,南,暂无数据,低楼层 (共6层),106105009420,4室2厅,70,毛坯,144㎡,未知年建
彭州,西南,暂无数据,低楼层 (共15层),106104940209,3室2厅,108,其他,99.96㎡,未知年建
彭州,南,无,中楼层 (共6层),106104232896,3室2厅,51.5,其他,90㎡,未知年建
彭州,南,有,中楼层 (共11层),106105162462,1室1厅,35,其他,57㎡,未知年建
彭州,南 北,暂无数据,中楼层 (共6层),106104831417,3室1厅,80,简装,140㎡,未知年建
彭州,南 北,暂无数据,中楼层 (共6层),106104695462,1室1厅,22,简装,47.8㎡,未知年建
彭州,南,暂无数据,高楼层 (共8层),106104718247,2室1厅,62,其他,94㎡,未知年建
彭州,南,暂无数据,中楼层 (共11层),106103246327,2室2厅,96,精装,90㎡,未知年建
彭州,南,有,高楼层 (共13层),106105074896,2室1厅,59.4,其他,91.38㎡,未知年建
彭州,南,有,高楼层 (共26层),106104554130,3室2厅,140,其他,136㎡,未知年建
彭州,南,无,高楼层 (共6层),106105168665,4室2厅,78.8,其他,137.16㎡,2007年建
彭州,南,有,高楼层 (共13层),106105074056,2室1厅,60,其他,91.38㎡,未知年建
彭州,西,有,高楼层 (共6层),106103351494,4室2厅,128,精装,174㎡,未知年建
彭州,北,有,低楼层 (共3层),106102543695,6室2厅,240,毛坯,325㎡,2014年建
彭州,东南,,低楼层 (共3层),106105004026,5室3厅,360,,360㎡,未知年建
彭州,南 北,无,低楼层 (共6层),106104930825,3室2厅,85,精装,118㎡,未知年建
彭州,北,有,高楼层 (共6层),106105160716,3室2厅,121,其他,108㎡,2018年建
彭州,南,有,中楼层 (共11层),106104830237,3室2厅,47.6,毛坯,82.4㎡,2017年建
彭州,西南,有,中楼层 (共11层),106104130980,2室2厅,60,简装,85㎡,未知年建
彭州,南,有,低楼层 (共11层),106105203505,3室2厅,90,其他,123.63㎡,未知年建
彭州,南 西南,无,中楼层 (共6层),106104716618,2室2厅,56,其他,75㎡,未知年建
彭州,南,有,高楼层 (共13层),106105074839,2室1厅,56.4,其他,86.64㎡,未知年建
彭州,东南,暂无数据,中楼层 (共4层),106104543934,2室1厅,54,其他,90.07㎡,未知年建
彭州,东南,有,高楼层 (共18层),106105086498,2室2厅,82.8,其他,89㎡,未知年建
彭州,南,有,高楼层 (共11层),106104632257,2室2厅,75,其他,90.94㎡,2012年建
彭州,南 北,无,高楼层 (共6层),106103169086,3室2厅,50,简装,119㎡,2009年建
彭州,南,有,中楼层 (共13层),106105074027,2室2厅,59.8,其他,91.38㎡,未知年建
彭州,南,无,高楼层 (共11层),106102373943,4室2厅,83,精装,161.73㎡,2000年建
彭州,南 北,无,中楼层 (共6层),106104993140,3室2厅,62,其他,117㎡,未知年建
彭州,南,有,高楼层 (共18层),106104929508,3室2厅,67.6,其他,104㎡,未知年建
彭州,西,有,低楼层 (共25层),106105157416,3室1厅,88,其他,118㎡,2013年建
彭州,南,有,中楼层 (共21层),106104230529,4室2厅,126,精装,124㎡,未知年建
彭州,西,有,中楼层 (共16层),106104826686,3室2厅,47,毛坯,89㎡,2017年建
彭州,南,有,低楼层 (共18层),106104035561,2室1厅,68,毛坯,88㎡,未知年建
彭州,南,有,高楼层 (共32层),106104714492,3室2厅,74,其他,95.82㎡,未知年建
彭州,东南,有,高楼层 (共6层),106103029935,2室2厅,76,简装,97.13㎡,未知年建
彭州,南,有,高楼层 (共13层),106105074821,1室1厅,45,其他,68.98㎡,未知年建
彭州,南,有,高楼层 (共24层),106105082183,3室2厅,145,其他,92.6㎡,2014年建
彭州,南 西南,暂无数据,低楼层 (共1层),106104541230,8室8厅,220,其他,791㎡,未知年建
彭州,东南,有,低楼层 (共11层),106104579968,2室1厅,81,其他,88.45㎡,未知年建
彭州,南,有,高楼层 (共13层),106105073721,2室1厅,44.8,其他,68.98㎡,未知年建
彭州,南 北,无,高楼层 (共6层),106103883666,4室2厅,105,其他,165.47㎡,2005年建
彭州,南,无,高楼层 (共6层),106104992191,2室2厅,45,毛坯,72㎡,未知年建
彭州,东,有,低楼层 (共26层),106105314618,2室1厅,68,毛坯,72.45㎡,未知年建
彭州,东南 南,有,高楼层 (共27层),106104928907,2室1厅,72,其他,80.14㎡,未知年建
彭州,南,有,低楼层 (共23层),106105155133,2室2厅,65,其他,87㎡,未知年建
彭州,南,有,低楼层 (共26层),106104826573,3室2厅,150,其他,125㎡,未知年建
彭州,东南,无,高楼层 (共5层),106103599553,3室2厅,58,精装,97㎡,2004年建
彭州,西,有,低楼层 (共26层),106104711182,3室2厅,85,毛坯,103.91㎡,未知年建
彭州,南,有,低楼层 (共33层),106102954992,3室2厅,129,精装,102㎡,未知年建
彭州,南,有,中楼层 (共13层),106105074764,2室1厅,59.8,其他,91.38㎡,未知年建
彭州,南,有,低楼层 (共32层),106104540394,3室2厅,95,其他,95㎡,未知年建
彭州,西南,有,高楼层 (共6层),106105061923,3室2厅,59,其他,122.78㎡,2008年建
彭州,南,无,低楼层 (共3层),106103093402,6室3厅,498,简装,443㎡,2007年建
彭州,西,有,高楼层 (共25层),106105073472,3室2厅,82.8,精装,88㎡,未知年建
彭州,东南,有,低楼层 (共6层),106103874071,3室2厅,140,毛坯,224.65㎡,2016年建
彭州,东南,无,高楼层 (共6层),106104982201,2室1厅,34.8,简装,65㎡,未知年建
彭州,南,有,高楼层 (共17层),106105309436,4室2厅,110,毛坯,191㎡,未知年建
彭州,南,暂无数据,中楼层 (共17层),106104927082,3室2厅,70,其他,99.6㎡,2017年建
彭州,东南,有,低楼层 (共18层),106105152452,2室1厅,82.6,其他,80㎡,未知年建
彭州,南,有,低楼层 (共31层),106104822774,3室2厅,66,简装,89㎡,未知年建
彭州,北,无,高楼层 (共6层),106103031406,3室2厅,58,精装,111.5㎡,2008年建
彭州,南,暂无数据,中楼层 (共5层),106104710688,2室2厅,160,其他,97㎡,未知年建
彭州,南,有,高楼层 (共33层),106105193830,3室2厅,92,其他,102.71㎡,未知年建
彭州,南,有,高楼层 (共13层),106105074752,2室1厅,59.6,其他,91.08㎡,未知年建
彭州,南,有,高楼层 (共18层),106104529070,4室2厅,65,毛坯,97.27㎡,未知年建
彭州,西北,暂无数据,高楼层 (共6层),106105002666,4室2厅,110,其他,171.26㎡,未知年建
彭州,南,有,低楼层 (共18层),106104447442,3室2厅,91.8,毛坯,109㎡,未知年建
彭州,东南,无,高楼层 (共6层),106102975311,5室2厅,95,简装,173.43㎡,2006年建
彭州,南,无,高楼层 (共6层),106103849371,3室2厅,72.8,简装,109㎡,2009年建
彭州,东,有,高楼层 (共26层),106105308803,2室2厅,75,其他,72㎡,未知年建
彭州,东南,有,高楼层 (共18层),106104975266,3室2厅,150,其他,111㎡,未知年建
彭州,西南,暂无数据,高楼层 (共6层),106104922071,2室2厅,69.6,其他,99㎡,未知年建
彭州,南,暂无数据,中楼层 (共5层),106104128064,2室2厅,59,简装,118㎡,未知年建
彭州,东,有,中楼层 (共11层),106105149327,1室1厅,48,其他,60㎡,未知年建
彭州,南,无,低楼层 (共4层),106104822563,16室4厅,208,其他,620㎡,未知年建
彭州,南,有,高楼层 (共6层),106102882149,3室2厅,85,毛坯,125㎡,2011年建
彭州,东南,有,低楼层 (共11层),106104705838,2室1厅,52,其他,84.8㎡,未知年建
彭州,南,无,中楼层 (共5层),106102324690,2室2厅,35,简装,84.16㎡,2005年建
彭州,南,有,高楼层 (共13层),106105074745,2室2厅,59.8,其他,91.38㎡,未知年建
彭州,东南,无,低楼层 (共6层),106104527419,3室2厅,99,其他,95.62㎡,未知年建
彭州,东,有,低楼层 (共11层),106104363552,2室2厅,77,简装,88.9㎡,未知年建
彭州,东,有,中楼层 (共26层),106104993202,3室2厅,91.8,其他,102㎡,未知年建
彭州,西,有,低楼层 (共18层),106105069818,2室2厅,90,其他,85㎡,未知年建
彭州,东,有,中楼层 (共28层),106103821488,4室1厅,96.42,其他,139.74㎡,未知年建
彭州,北,无,低楼层 (共6层),106104962054,3室2厅,45,其他,86㎡,未知年建
彭州,东 西,有,中楼层 (共16层),106105308437,3室2厅,72,精装,94㎡,2014年建
彭州,东南,暂无数据,中楼层 (共32层),106104917440,3室2厅,75,其他,106.2㎡,未知年建
彭州,南,有,中楼层 (共32层),106105147957,3室2厅,148,其他,116.5㎡,未知年建
彭州,东南,有,中楼层 (共11层),106104822468,4室2厅,60,毛坯,98㎡,2017年建
彭州,东南,无,高楼层 (共6层),106102332611,3室2厅,55,简装,135.93㎡,1998年建
彭州,西北,有,中楼层 (共25层),106104695946,3室2厅,86,其他,89.75㎡,未知年建
彭州,南,有,高楼层 (共30层),106104924372,3室2厅,95,毛坯,138㎡,2018年建
彭州,南,有,高楼层 (共13层),106105074736,2室1厅,44.8,其他,68.98㎡,未知年建
彭州,东南,有,低楼层 (共26层),106104525216,3室2厅,180,其他,109㎡,未知年建
彭州,东,暂无数据,中楼层 (共7层),106105331762,3室2厅,58,其他,91㎡,未知年建
彭州,东 西北,无,高楼层 (共7层),106102597686,6室3厅,72,毛坯,181㎡,2008年建
彭州,东,有,中楼层 (共28层),106103821441,3室1厅,80.5,其他,116.4㎡,2016年建
彭州,北,无,中楼层 (共6层),106104961981,1室1厅,43.8,简装,56㎡,2009年建
彭州,东 西,有,低楼层 (共26层),106105302696,3室2厅,89,精装,102㎡,未知年建
彭州,北,有,低楼层 (共6层),106104916193,3室2厅,88.8,简装,140㎡,未知年建
彭州,西,有,中楼层 (共26层),106104097348,2室2厅,70,其他,75.7㎡,未知年建
彭州,东南,有,中楼层 (共26层),106105147404,2室2厅,85,精装,84㎡,未知年建
彭州,南,暂无数据,高楼层 (共4层),106104820789,2室1厅,119.8,精装,302㎡,2007年建
彭州,南 北,无,高楼层 (共6层),106102253996,3室2厅,80,精装,118㎡,2012年建
彭州,南,无,中楼层 (共5层),106105186717,3室2厅,76.5,其他,102㎡,未知年建
彭州,东南,有,高楼层 (共30层),106104691435,3室2厅,71,其他,102㎡,2018年建
彭州,南,有,高楼层 (共13层),106105074720,2室2厅,56.3,其他,86.64㎡,未知年建
彭州,南,有,高楼层 (共30层),106104500100,2室2厅,60,其他,84㎡,未知年建
彭州,东南,暂无数据,高楼层 (共6层),106105331677,3室2厅,68.8,其他,129㎡,未知年建
彭州,北,有,低楼层 (共27层),106105319650,3室2厅,66,毛坯,116.32㎡,2012年建
彭州,北,无,中楼层 (共4层),106102559663,5室2厅,206,精装,278.65㎡,2004年建
彭州,南,有,中楼层 (共32层),106104946430,2室2厅,85,其他,73㎡,未知年建
彭州,西南,无,高楼层 (共6层),106103674786,5室2厅,92,其他,189.53㎡,2004年建
彭州,东南,有,低楼层 (共26层),106104913527,2室2厅,103,其他,79㎡,未知年建
彭州,北,有,低楼层 (共32层),106105302592,3室2厅,120,毛坯,97.82㎡,未知年建
彭州,东南,暂无数据,中楼层 (共5层),106105146462,3室2厅,58.8,其他,109㎡,未知年建
彭州,南 北,有,低楼层 (共32层),106104082495,3室2厅,112.8,其他,95㎡,未知年建
彭州,东北,无,高楼层 (共6层),106104969196,4室2厅,90,简装,165.72㎡,未知年建
彭州,南,有,中楼层 (共11层),106105186701,2室1厅,68,简装,86.59㎡,未知年建
彭州,西,有,中楼层 (共16层),106104681062,3室2厅,69,精装,89.16㎡,未知年建
彭州,南,有,高楼层 (共13层),106105074699,2室2厅,59.1,其他,90.99㎡,未知年建
彭州,东,有,低楼层 (共18层),106105327188,3室1厅,105,精装,95.95㎡,未知年建
彭州,南,有,中楼层 (共11层),106104500071,2室2厅,85,精装,89㎡,未知年建
彭州,东南,暂无数据,高楼层 (共17层),106105285267,3室2厅,90,精装,99㎡,未知年建
彭州,南 北,无,高楼层 (共6层),106104931312,4室2厅,96,简装,172.09㎡,未知年建
彭州,东南,有,低楼层 (共18层),106105067108,2室2厅,78,其他,87.77㎡,2013年建
彭州,西,有,高楼层 (共18层),106104913306,3室1厅,53,其他,83.4㎡,2017年建
彭州,西,暂无数据,中楼层 (共6层),106104043276,3室2厅,66,简装,89.2㎡,未知年建
彭州,东南,有,低楼层 (共18层),106105145263,3室2厅,52,毛坯,88.6㎡,2017年建
彭州,南,有,中楼层 (共11层),106104817694,2室2厅,72,其他,83.86㎡,未知年建
彭州,南,有,低楼层 (共32层),106105178895,4室2厅,126,其他,116㎡,未知年建
彭州,南,有,中楼层 (共15层),106104663579,2室1厅,58,其他,72㎡,未知年建
彭州,南,有,高楼层 (共13层),106105074695,2室1厅,63.2,其他,95.74㎡,未知年建
彭州,南,有,低楼层 (共11层),106104499355,2室1厅,70,其他,82㎡,未知年建
彭州,东北,无,高楼层 (共6层),106105327092,3室2厅,63,其他,121.13㎡,未知年建
彭州,北,无,高楼层 (共6层),106102464123,4室2厅,88,精装,125.5㎡,未知年建
彭州,北,有,低楼层 (共18层),106104912752,2室2厅,72,其他,80.62㎡,未知年建
彭州,南,有,中楼层 (共6层),106105298139,3室2厅,72,毛坯,104㎡,2016年建
彭州,南,暂无数据,低楼层 (共6层),106105065219,3室2厅,78,简装,130.8㎡,未知年建
彭州,南 北,有,低楼层 (共25层),106104040341,3室1厅,112,其他,118.4㎡,2011年建
彭州,东 东北,无,低楼层 (共6层),106105144589,4室2厅,79.8,简装,135㎡,未知年建
彭州,东南,有,中楼层 (共26层),106105178077,2室2厅,78,其他,76.5㎡,未知年建
彭州,东南,有,低楼层 (共18层),106104646345,3室1厅,60,其他,87.42㎡,未知年建
彭州,南,有,中楼层 (共13层),106105074655,2室1厅,59.2,其他,90.99㎡,未知年建
彭州,东南 南,暂无数据,中楼层 (共6层),106105326483,2室2厅,56,其他,85.67㎡,未知年建
彭州,南,无,低楼层 (共8层),106104496331,2室1厅,58,其他,66.49㎡,未知年建
彭州,南,无,高楼层 (共6层),106102418854,3室2厅,55,毛坯,130.65㎡,2004年建
彭州,南,暂无数据,中楼层 (共6层),106105296523,4室2厅,125,精装,157㎡,未知年建
彭州,北,有,低楼层 (共18层),106104910754,2室1厅,72,其他,85.4㎡,未知年建
彭州,南 北,有,高楼层 (共6层),106104032724,3室2厅,80.7,其他,104㎡,未知年建
彭州,东 南,有,低楼层 (共11层),106105144315,1室1厅,67,其他,58.5㎡,未知年建
彭州,东,有,高楼层 (共11层),106104816217,2室2厅,70,其他,90.94㎡,未知年建
彭州,南,暂无数据,中楼层 (共5层),106104641485,2室1厅,81,其他,94.8㎡,未知年建
彭州,东,有,低楼层 (共27层),106105176920,2室1厅,60,简装,87㎡,2012年建
彭州,东南,有,中楼层 (共30层),106104488245,2室2厅,53.8,其他,83㎡,未知年建
彭州,南,有,中楼层 (共13层),106105074627,2室1厅,59.8,其他,91.08㎡,未知年建
彭州,西南,有,高楼层 (共18层),106105326457,2室2厅,69.8,其他,73㎡,未知年建
彭州,南 北,无,高楼层 (共5层),106102375526,3室2厅,88.62,精装,151.4㎡,2006年建
彭州,东南,有,低楼层 (共18层),106105294435,2室2厅,67.8,其他,82.1㎡,未知年建
彭州,南,有,高楼层 (共26层),106104909394,5室2厅,146,其他,89.9㎡,未知年建
彭州,南,有,高楼层 (共18层),106104031637,2室2厅,65.6,简装,85.54㎡,未知年建
彭州,南,有,高楼层 (共18层),106105143451,3室1厅,92,简装,113㎡,未知年建
彭州,南,有,低楼层 (共32层),106105063398,3室2厅,103,其他,95㎡,未知年建
