区,朝向,配备电梯,所在楼层,链家编号,房屋户型,房屋价格（单位：万元）,装修类型,建筑面积,建筑时间
郫都,西,有,中楼层 (共33层),106105141187,3室1厅,148,精装,88.49㎡,2013年建
龙泉驿,东南,有,中楼层 (共17层),106105214694,2室1厅,76,精装,68.63㎡,未知年建
武侯,东 西,无,中楼层 (共7层),106101277515,3室2厅,146,精装,120.16㎡,2000年建
成华,南,有,中楼层 (共18层),106104434932,1室1厅,79,简装,51.79㎡,2012年建
郫都,北,有,高楼层 (共13层),106101174207,1室1厅,64.5,精装,49.41㎡,2011年建
武侯,东,有,低楼层 (共14层),106105209884,2室1厅,145,简装,78.65㎡,2012年建
锦江,西北,有,低楼层 (共32层),106104215858,3室1厅,320,精装,72.19㎡,2009年建
金牛,东,有,高楼层 (共20层),106105201273,3室2厅,138,精装,77.25㎡,2015年建
郫都,东南,有,高楼层 (共33层),106100957264,3室2厅,125.5,毛坯,118.12㎡,2014年建
成华,东北,有,高楼层 (共32层),106101435797,2室1厅,106,精装,55㎡,2015年建
武侯,西,有,中楼层 (共31层),106105191505,2室1厅,230,简装,87.56㎡,2006年建
高新西,东南,有,中楼层 (共26层),106100878695,2室1厅,83,简装,88.29㎡,2011年建
天府新区,南,无,中楼层 (共5层),106100186664,5室2厅,210,精装,142.07㎡,2009年建
郫都,南,有,低楼层 (共33层),106105178808,3室2厅,149,精装,88.49㎡,2013年建
武侯,东南,有,低楼层 (共17层),106101280132,2室2厅,183,简装,91.13㎡,2014年建
郫都,南,有,高楼层 (共34层),106101168397,3室1厅,122,精装,79.07㎡,2013年建
郫都,西北,有,中楼层 (共19层),106105172230,3室1厅,125,毛坯,129.79㎡,2016年建
郫都,东,有,中楼层 (共18层),106105198555,3室2厅,105,毛坯,97.32㎡,2013年建
成华,南,有,低楼层 (共23层),106105152392,3室2厅,125,精装,76.58㎡,未知年建
青羊,东南,有,高楼层 (共22层),106105194592,3室2厅,240,精装,86.9㎡,2016年建
武侯,东南,无,高楼层 (共7层),106104576498,3室1厅,95,简装,96.58㎡,2000年建
锦江,东南,无,高楼层 (共7层),106105176019,2室1厅,76,简装,69.28㎡,2001年建
武侯,东北,无,低楼层 (共7层),106104471907,3室1厅,134.9,简装,96.16㎡,2004年建
锦江,东南,有,低楼层 (共34层),106105175163,2室1厅,133,精装,82.54㎡,2009年建
高新西,南,有,高楼层 (共27层),106105120736,2室2厅,90,简装,86.27㎡,2013年建
高新,西北,有,低楼层 (共31层),106105231007,3室2厅,340,毛坯,143.17㎡,2013年建
彭州,东,无,低楼层 (共7层),106105174037,3室1厅,52.5,简装,105.25㎡,2007年建
武侯,西,有,高楼层 (共10层),106105116699,2室1厅,123,精装,73.68㎡,2012年建
武侯,南,有,中楼层 (共32层),106105119221,1室1厅,118,精装,60.64㎡,2010年建
郫都,西南,有,中楼层 (共26层),106105168447,1室1厅,66,简装,63.65㎡,2010年建
成华,西北,有,高楼层 (共29层),106105116343,3室1厅,124,精装,74.3㎡,2015年建
武侯,南,有,中楼层 (共11层),106101285138,2室2厅,86,简装,69.38㎡,2008年建
郫都,西北,有,中楼层 (共32层),106105154985,3室2厅,104,精装,88.64㎡,2014年建
武侯,东,有,低楼层 (共12层),106105115435,3室1厅,150,简装,82.47㎡,2012年建
金牛,西北,有,高楼层 (共33层),106104045626,2室1厅,164,精装,86.12㎡,2008年建
高新西,南,有,高楼层 (共33层),106105260470,3室1厅,135,简装,85.55㎡,2012年建
青羊,南,有,中楼层 (共30层),106105108658,1室0厅,85,精装,37.84㎡,2003年建
高新西,东,有,低楼层 (共33层),106102611212,3室2厅,108,精装,75.1㎡,2012年建
成华,西,有,中楼层 (共34层),106105250034,3室2厅,117,简装,74.2㎡,未知年建
郫都,东南,有,低楼层 (共34层),106105104286,3室2厅,101,毛坯,62.41㎡,2013年建
天府新区,东,有,中楼层 (共16层),106105059112,3室1厅,161,简装,110.37㎡,2010年建
郫都,西南 西,有,中楼层 (共33层),106105238921,3室2厅,155,精装,88.51㎡,2013年建
郫都,西南,有,低楼层 (共32层),106105097721,3室1厅,82,精装,71.28㎡,2013年建
郫都,东北,有,高楼层 (共25层),106105246313,3室2厅,107,精装,85.74㎡,2010年建
锦江,南,无,高楼层 (共7层),106105237588,2室2厅,123,精装,83.93㎡,1998年建
成华,南,有,高楼层 (共29层),106105096585,3室1厅,126.8,精装,74.3㎡,2015年建
武侯,西南,有,中楼层 (共8层),106101950923,3室1厅,260,毛坯,124.56㎡,2011年建
青羊,南,暂无数据,中楼层 (共5层),106105236947,4室2厅,320,精装,135.8㎡,未知年建
锦江,南,有,中楼层 (共11层),106105096292,2室1厅,148,简装,92.13㎡,2004年建
温江,东南,有,低楼层 (共33层),106101425589,3室2厅,95,毛坯,87.39㎡,2014年建
武侯,东南,有,中楼层 (共18层),106105235664,3室1厅,230,精装,136.15㎡,2007年建
双流,西,有,高楼层 (共12层),106105088809,2室1厅,50,简装,56.42㎡,2009年建
龙泉驿,南,无,低楼层 (共6层),106105143979,3室2厅,168,精装,120.62㎡,2012年建
龙泉驿,南 北,无,低楼层 (共6层),106105088708,3室2厅,218,精装,113.81㎡,2009年建
龙泉驿,南,暂无数据,中楼层 (共6层),106105227385,3室2厅,110,简装,126.84㎡,未知年建
新都,东,无,低楼层 (共6层),106105141390,3室1厅,119,简装,103.66㎡,2012年建
龙泉驿,东南,无,高楼层 (共6层),106105087107,4室1厅,298,精装,169.86㎡,2013年建
锦江,西南,有,中楼层 (共12层),106105077898,2室1厅,220,精装,93.47㎡,2004年建
高新,南,有,高楼层 (共16层),106105257847,4室2厅,670,毛坯,183㎡,2008年建
郫都,西北,有,低楼层 (共29层),106105139865,3室2厅,108,精装,79.71㎡,2013年建
郫都,东南,有,低楼层 (共25层),106105251955,3室2厅,110,精装,78.57㎡,2013年建
武侯,南,无,中楼层 (共6层),106105077704,3室1厅,95.9,简装,77.67㎡,1990年建
青羊,东,无,高楼层 (共8层),106105139216,3室2厅,180,简装,123.24㎡,1998年建
郫都,东南,无,低楼层 (共6层),106105246622,3室1厅,96,精装,96.14㎡,2007年建
高新西,西南 西,有,低楼层 (共33层),106105075536,5室2厅,144,精装,108.27㎡,2012年建
温江,东 西,有,中楼层 (共18层),106105136946,3室2厅,198,精装,134.91㎡,2009年建
成华,东南,有,低楼层 (共18层),106105067770,2室1厅,90,精装,82.93㎡,未知年建
高新,西北,有,高楼层 (共18层),106105244160,3室1厅,248,简装,127.6㎡,2002年建
双流,南,无,低楼层 (共6层),106105136785,3室1厅,118,精装,97.25㎡,2007年建
成华,西北,有,高楼层 (共42层),106105046265,3室1厅,140,精装,84.25㎡,2016年建
天府新区,东,有,中楼层 (共11层),106105134389,3室2厅,215,精装,124.78㎡,2008年建
锦江,北,有,中楼层 (共38层),106105045387,3室1厅,450,精装,154.79㎡,2009年建
温江,西南,无,低楼层 (共6层),106105128023,3室1厅,219.8,精装,113.17㎡,2012年建
新都,东南,无,中楼层 (共6层),106105122565,3室2厅,122,简装,109.75㎡,2007年建
青羊,东,无,高楼层 (共7层),106105081965,3室2厅,208,简装,114.63㎡,2003年建
郫都,西南 东北,有,低楼层 (共34层),106105036400,3室2厅,125,毛坯,79.07㎡,2013年建
温江,东 南,有,中楼层 (共33层),106105071682,3室1厅,110,精装,78.54㎡,未知年建
成华,南 北,有,中楼层 (共27层),106105013838,4室2厅,180,精装,109.06㎡,2016年建
高新,南,有,中楼层 (共33层),106105070059,4室2厅,394,精装,111.57㎡,2013年建
郫都,西南,有,低楼层 (共34层),106105002705,3室2厅,109,精装,62.4㎡,2013年建
金牛,东,有,高楼层 (共22层),106105066072,3室2厅,132,精装,96.35㎡,2007年建
武侯,南,无,低楼层 (共6层),106104998163,3室2厅,98,精装,80.68㎡,2000年建
锦江,南,有,高楼层 (共30层),106105059792,3室2厅,210,精装,89.29㎡,2014年建
成华,东,有,低楼层 (共18层),106105222244,3室2厅,177,简装,94.02㎡,2007年建
锦江,东南,有,中楼层 (共34层),106105046871,1室1厅,85,精装,49.83㎡,2009年建
武侯,南,无,中楼层 (共7层),106105207255,2室1厅,78,精装,57.42㎡,1998年建
双流,东,无,中楼层 (共6层),106105221805,4室2厅,90,简装,179㎡,未知年建
高新,南,有,中楼层 (共26层),106105030557,4室2厅,365,简装,171.31㎡,2011年建
温江,西,有,高楼层 (共33层),106105199886,3室2厅,136,简装,122.26㎡,2007年建
青羊,东 西,有,高楼层 (共20层),106105258676,3室2厅,200,精装,87.87㎡,2015年建
高新,南,有,低楼层 (共33层),106105022078,3室2厅,399,毛坯,113.03㎡,2013年建
成华,北 东北,有,低楼层 (共18层),106105198601,3室2厅,132.9,精装,95.48㎡,2014年建
郫都,西北,有,高楼层 (共23层),106105246480,3室2厅,99,简装,79.12㎡,未知年建
金牛,东南,有,高楼层 (共30层),106105019028,4室2厅,232,精装,124.1㎡,2013年建
成华,东南,无,低楼层 (共7层),106105198357,3室2厅,110,简装,90.12㎡,2001年建
成华,东南,有,中楼层 (共29层),106105234702,2室2厅,88,精装,70.75㎡,未知年建
武侯,南,无,高楼层 (共6层),106105016585,2室1厅,77,毛坯,66.64㎡,2005年建
成华,西南,有,低楼层 (共18层),106105193546,3室1厅,142,精装,87.83㎡,2012年建
青羊,东 西,有,高楼层 (共20层),106105007799,3室2厅,175,毛坯,89.11㎡,2015年建
锦江,东南,无,中楼层 (共7层),106105231433,3室1厅,95,简装,75.82㎡,未知年建
锦江,东,无,低楼层 (共6层),106105193382,2室2厅,138,简装,56.79㎡,1994年建
锦江,东,有,中楼层 (共32层),106105007158,3室1厅,220,精装,86.81㎡,2012年建
新都,东北,有,中楼层 (共13层),106105190926,3室2厅,105,精装,130.05㎡,2008年建
郫都,西南,有,高楼层 (共34层),106105001002,3室2厅,130,精装,75.43㎡,2013年建
成华,西南,有,中楼层 (共33层),106105185761,3室2厅,222,毛坯,89.8㎡,2016年建
郫都,东南 西北,有,中楼层 (共11层),106105184622,3室2厅,150,精装,108.08㎡,2016年建
成华,南,有,低楼层 (共33层),106104992689,3室1厅,225,精装,88.67㎡,2013年建
金牛,西,无,高楼层 (共6层),106105184412,1室1厅,44,简装,40.2㎡,2004年建
成华,东北 东南,有,中楼层 (共18层),106104990397,3室1厅,148,简装,97.67㎡,2010年建
新都,东,有,中楼层 (共17层),106105181409,3室2厅,105,精装,113.4㎡,2008年建
青羊,北,无,低楼层 (共5层),106104981467,3室2厅,558,精装,151.9㎡,2000年建
高新,南,有,中楼层 (共30层),106105178503,3室2厅,660,毛坯,163.7㎡,2013年建
锦江,南 北,有,中楼层 (共24层),106104096866,4室2厅,288,精装,137.14㎡,2012年建
高新,西北,有,高楼层 (共23层),106105177959,2室1厅,112,简装,61.84㎡,2011年建
高新西,东南,有,中楼层 (共16层),106105176422,3室2厅,220,精装,100.28㎡,2013年建
武侯,西南,有,低楼层 (共15层),106104083491,3室2厅,218,精装,143.7㎡,2005年建
新都,南,有,中楼层 (共6层),106105174108,3室2厅,91,精装,86.32㎡,未知年建
温江,南,有,低楼层 (共33层),106103097621,4室2厅,167,毛坯,117.56㎡,2012年建
高新西,南,有,高楼层 (共33层),106105162015,3室2厅,125,精装,80.7㎡,2012年建
天府新区,东北,有,低楼层 (共34层),106105171998,3室1厅,185,毛坯,123.89㎡,2010年建
成华,西 西北,有,中楼层 (共32层),106105260129,3室1厅,190,精装,92.68㎡,2015年建
成华,北,无,高楼层 (共6层),106104825226,2室1厅,78,精装,62.84㎡,2003年建
武侯,东南,有,中楼层 (共13层),106105171475,3室1厅,175,精装,86.93㎡,2008年建
金牛,西南,有,高楼层 (共16层),106104252130,3室1厅,212,毛坯,114.85㎡,2016年建
青羊,西,有,高楼层 (共11层),106105169398,3室1厅,275,精装,125㎡,2002年建
双流,南,有,中楼层 (共12层),106104187773,2室2厅,108,毛坯,74.27㎡,2016年建
新都,西南,有,高楼层 (共28层),106105169052,3室2厅,126,精装,88.27㎡,2012年建
武侯,东 南,有,低楼层 (共17层),106105167930,1室1厅,67,简装,47.08㎡,2005年建
新都,西,有,低楼层 (共27层),106103977586,2室1厅,88,毛坯,99.89㎡,2008年建
青羊,南,有,低楼层 (共19层),106105159836,3室2厅,217,精装,89.69㎡,2012年建
青羊,东,有,中楼层 (共22层),106103843162,2室1厅,122,精装,60㎡,2016年建
高新西,东北,有,高楼层 (共17层),106105159269,3室2厅,122,简装,88.86㎡,2007年建
青羊,东,有,低楼层 (共11层),106103414354,3室2厅,187,毛坯,106.89㎡,2006年建
成华,西北,有,低楼层 (共28层),106105157384,3室1厅,177,简装,117.04㎡,2010年建
武侯,南,有,低楼层 (共11层),106105120735,3室1厅,195,精装,96.25㎡,2012年建
龙泉驿,东,有,中楼层 (共34层),106105157341,4室2厅,187,精装,124.6㎡,2012年建
武侯,南,无,高楼层 (共6层),106105097260,3室1厅,134.5,精装,96.78㎡,2004年建
金牛,南,无,中楼层 (共7层),106105154059,3室2厅,98,简装,86.44㎡,1998年建
郫都,东南,有,中楼层 (共26层),106105265726,2室1厅,65.5,毛坯,53.99㎡,2013年建
天府新区,北,有,中楼层 (共33层),106105153225,3室2厅,185,精装,89.79㎡,2016年建
青羊,西,有,低楼层 (共9层),106105152572,3室2厅,139.9,精装,101.66㎡,2001年建
武侯,南,无,中楼层 (共7层),106105263899,2室1厅,73,简装,59.2㎡,1997年建
金牛,东,有,中楼层 (共21层),106105144617,3室2厅,147,精装,87.27㎡,2009年建
锦江,东南,无,高楼层 (共7层),106105257531,3室2厅,188,精装,103.47㎡,1994年建
双流,东南 南,无,低楼层 (共6层),106105144386,3室2厅,173,简装,134.76㎡,2011年建
青白江,东南,有,高楼层 (共24层),106105256107,2室1厅,70,精装,72.82㎡,未知年建
锦江,南,无,低楼层 (共7层),106105252884,1室1厅,90,毛坯,47.08㎡,未知年建
温江,西南,有,低楼层 (共32层),106105144256,3室2厅,150,毛坯,105.4㎡,2016年建
双流,西南,有,高楼层 (共16层),106105246211,2室1厅,92,精装,64.26㎡,2008年建
成华,南,无,中楼层 (共6层),106105162288,2室2厅,98,简装,73.55㎡,2009年建
锦江,北,有,中楼层 (共12层),106105243144,2室1厅,111,简装,79.99㎡,2010年建
青羊,西南 南,无,高楼层 (共7层),106105154259,2室1厅,112,简装,66㎡,2000年建
双流,南,有,中楼层 (共18层),106105240823,2室2厅,122,精装,76.15㎡,未知年建
青羊,西,有,高楼层 (共18层),106105238136,2室2厅,112,精装,76.12㎡,2010年建
锦江,南,有,高楼层 (共24层),106104487791,4室1厅,455,简装,175.02㎡,2008年建
金牛,东南,有,高楼层 (共33层),106105236323,2室1厅,160,精装,83.36㎡,2009年建
武侯,南 北,有,高楼层 (共38层),106104163915,4室2厅,460,精装,130.47㎡,2013年建
锦江,东北,有,低楼层 (共41层),106105234197,2室2厅,180,简装,76.29㎡,2009年建
金牛,东 西,有,高楼层 (共26层),106105259659,3室1厅,174,精装,73.42㎡,2009年建
郫都,东南,有,中楼层 (共31层),106105226593,2室2厅,105.3,简装,76.14㎡,2015年建
锦江,东南,有,中楼层 (共34层),106105253899,2室1厅,126,精装,75.29㎡,2009年建
金牛,北,无,低楼层 (共6层),106105221313,2室1厅,70,简装,55.8㎡,未知年建
郫都,西南,有,中楼层 (共30层),106105252375,4室2厅,165,精装,99.63㎡,2015年建
郫都,东南,有,中楼层 (共17层),106105220735,2室2厅,91,毛坯,75.11㎡,2013年建
双流,南,有,低楼层 (共18层),106105245823,3室2厅,115,毛坯,99.66㎡,2010年建
青羊,西,有,中楼层 (共20层),106105220424,1室1厅,88,精装,51.8㎡,2013年建
双流,西北,有,中楼层 (共16层),106105239615,3室2厅,135,精装,101.38㎡,未知年建
双流,南,暂无数据,低楼层 (共2层),106105215699,2室2厅,71,简装,83㎡,未知年建
郫都,东南,有,中楼层 (共23层),106105232572,3室1厅,132,精装,99.99㎡,未知年建
锦江,东南,有,中楼层 (共34层),106105214909,1室1厅,125,精装,62.45㎡,2009年建
新都,西南,有,高楼层 (共27层),106105231770,3室1厅,98,精装,70.39㎡,2016年建
双流,南 北,有,低楼层 (共12层),106105214139,2室1厅,92,简装,71.23㎡,2013年建
金牛,南,无,中楼层 (共8层),106105230391,3室2厅,119,精装,103.39㎡,2002年建
锦江,南,暂无数据,高楼层 (共6层),106105211505,2室1厅,162,简装,60.34㎡,2000年建
龙泉驿,东南,有,中楼层 (共18层),106105228208,2室2厅,100,精装,91.48㎡,2013年建
锦江,东,有,低楼层 (共50层),106105208162,2室1厅,280,精装,87.12㎡,2015年建
天府新区,南,有,中楼层 (共32层),106105222682,3室2厅,188,简装,89.38㎡,2016年建
青羊,东南,有,中楼层 (共11层),106105222598,3室2厅,330,精装,112.72㎡,2010年建
温江,西,有,中楼层 (共34层),106105221887,3室2厅,107,精装,82.82㎡,2014年建
金牛,东南,有,低楼层 (共17层),106105221403,3室2厅,170,精装,138.42㎡,2009年建
双流,东南,有,中楼层 (共16层),106105220738,3室1厅,125,简装,88.99㎡,2008年建
锦江,东 东南 西南,有,中楼层 (共32层),106105219084,3室1厅,143,精装,89.96㎡,2013年建
郫都,西南,有,中楼层 (共23层),106105217813,3室1厅,89,精装,74.17㎡,2016年建
龙泉驿,东北,有,高楼层 (共39层),106105213345,3室1厅,155,精装,92.67㎡,2015年建
成华,北,有,中楼层 (共20层),106105212854,3室2厅,149,简装,88.09㎡,2012年建
青羊,东南,有,低楼层 (共24层),106105212840,3室2厅,258,精装,91.98㎡,2012年建
温江,西南,有,中楼层 (共28层),106105212224,3室1厅,108,精装,111.17㎡,2009年建
双流,西,有,高楼层 (共14层),106105211086,3室2厅,134,精装,91.18㎡,未知年建
温江,西南,有,低楼层 (共38层),106105210910,3室2厅,126,精装,89.71㎡,2017年建
武侯,西南 东北,有,中楼层 (共24层),106105189871,3室2厅,255,精装,110.02㎡,2015年建
武侯,南,有,高楼层 (共22层),106105171452,3室2厅,192,精装,108.69㎡,2014年建
成华,东 南,有,高楼层 (共18层),106105232725,2室1厅,125,精装,78.51㎡,2012年建
锦江,西南,有,中楼层 (共34层),106105232290,2室2厅,156,精装,74㎡,2009年建
成华,西北,有,低楼层 (共33层),106105219071,2室2厅,124,精装,65.58㎡,2008年建
武侯,西南,有,中楼层 (共11层),106105170279,3室1厅,160,精装,74.26㎡,2014年建
